latitude,longitude
11.6291,78.5624
11.63,125.02
11.6324,78.1695
11.6325,75.584
11.6333,76.0167
11.6333,76.2611
11.6341,124.7947
11.6342,78.8741
11.6368,79.2806
11.638,78.7557
11.6389,122.3331
11.639,124.841
11.6393,77.8557
11.6431,122.3072
11.6446,79.6882
11.6449,77.593
11.6467,104.8715
11.647,77.8239
11.6476,77.967
11.6483,122.4339
11.6495,78.8599
11.65,78.15
11.6525,77.938
11.6527,106.6093
11.6542,75.7539
11.6543,77.7586
11.6578,124.5425
11.6625,78.4764
11.6653,-7.5997
11.6653,77.8041
11.6663,78.2144
11.6667,-1.0667
11.6667,39.6583
11.6683,92.7378
11.6692,-5.9306
11.6697,122.3269
11.67,76.28
11.6714,78.0126
11.6742,10.1911
11.6755,78.2409
11.6758,78.2676
11.6789,75.5931
11.6792,76.2625
11.6833,-84.7
11.6833,-84.45
11.6833,50.45
11.6833,75.6167
11.6875,-5.6639
11.692,79.2899
11.6969,78.1794
11.6972,75.7181
11.6986,77.8776
11.7,77.98
11.7,124.37
11.7,125.02
11.7,125.07
11.7011,9.3419
11.7011,75.5367
11.7011,77.6785
11.7014,77.8638
11.7042,122.3289
11.7067,75.5331
11.7072,122.37
11.7075,78.4144
11.7104,11.08
11.712,122.2922
11.7125,78.033
11.7137,75.586
11.7154,79.1796
11.7167,-70.1833
11.7167,-6.85
11.717,78.0924
11.7175,28.34
11.7187,77.8778
11.7197,75.699
11.7206,122.0961
11.7214,75.6697
11.7276,78.4102
11.7278,-6.3611
11.7306,3.2242
11.7333,-86.2167
11.7333,38.4667
11.7369,124.0417
11.738,78.962
11.739,76.073
11.7393,77.7836
11.7394,77.917
11.7411,79.077
11.7431,79.379
11.7432,75.6178
11.7444,11.9611
11.745,78.047
11.7463,76.0415
11.7481,75.4929
11.7486,-5.95
11.75,-86.05
11.75,-14.2167
11.75,-2.9333
11.75,-1.1
11.75,76.1833
11.75,79.75
11.7519,75.5959
11.7523,77.8779
11.7536,125.4558
11.7538,75.5528
11.754,-13.213
11.7619,77.8909
11.7625,124.9519
11.7667,-0.7667
11.7667,34.35
11.7667,79.6833
11.7676,77.9927
11.768,78.0599
11.769,121.9189
11.77,79.55
11.773,-15.195
11.7739,78.8666
11.7742,79.5255
11.7763,79.4466
11.7775,122.2603
11.778,77.0055
11.7788,75.6298
11.7792,-72.4494
11.7794,78.2034
11.78,124.88
11.78,125.0
11.7833,-0.7333
11.7833,-0.3667
11.7833,42.8833
11.7833,75.9
11.7834,79.197
11.7843,75.6559
11.7914,79.5555
11.7922,41.0086
11.793,76.165
11.7939,77.9225
11.7975,-6.5447
11.8,-0.7
11.8,-0.55
11.8,7.6167
11.8,76.68
11.805,15.8647
11.8053,3.4739
11.8057,78.827
11.808,78.0783
11.8111,76.0556
11.8119,79.7922
11.8167,99.8
11.817,79.1
11.82,125.45
11.8211,122.1617
11.8217,-70.2561
11.8278,75.5659
11.8278,122.0939
11.8284,75.7295
11.8289,78.8758
11.83,32.8
11.8306,39.6
11.8333,13.15
11.8333,75.6667
11.8333,76.0333
11.8361,76.175
11.8428,75.615
11.8438,121.8888
11.85,-86.45
11.85,-86.2333
11.85,-86.2
11.85,-15.5667
11.85,34.3833
11.85,38.0167
11.8511,-6.0153
11.855,3.2892
11.8589,79.3664
11.8593,78.0217
11.8611,75.5625
11.8663,79.6327
11.8667,-86.05
11.8667,-6.7667
11.8667,3.3833
11.8667,75.5194
11.8689,123.9167
11.8715,77.9227
11.872,78.0961
11.8722,77.897
11.8745,75.3704
11.8764,75.8542
11.8806,-5.8375
11.8822,75.5097
11.8828,75.5351
11.8833,-15.85
11.8836,124.0497
11.8878,3.4467
11.8892,75.4293
11.8938,77.9698
11.8944,120.0186
11.8957,78.8874
11.8962,75.7342
11.8997,121.9094
11.9,-86.1
11.9,-4.3333
11.9,75.7833
11.9,124.75
11.902,109.2207
11.9058,125.4181
11.9075,75.6048
11.9076,75.3446
11.9088,79.4919
11.9108,124.2852
11.9125,75.7569
11.9136,109.1369
11.914,78.3675
11.9167,-86.2
11.9167,-86.15
11.9167,-72.0
11.9167,37.7
11.9167,75.55
11.9167,79.8167
11.9167,105.65
11.9205,79.5785
11.9256,78.8872
11.926,76.9402
11.9263,124.4492
11.9278,-16.2028
11.9281,79.6448
11.9282,78.1832
11.9303,123.7689
11.931,75.572
11.932,121.548
11.9333,-86.1833
11.9333,-86.1167
11.9333,-85.95
11.9333,-8.4167
11.9333,108.4667
11.935,75.403
11.9401,79.4861
11.9417,108.4383
11.95,-2.2
11.95,75.35
11.95,75.45
11.95,75.5
11.95,75.6167
11.9528,75.6694
11.957,79.7737
11.958,75.2942
11.9613,79.8392
11.9635,77.9375
11.9647,75.6176
11.9667,-86.1
11.9667,-85.1667
11.9667,43.2833
11.9667,50.75
11.9667,75.6667
11.9675,79.2056
11.9681,-5.6886
11.9691,75.3208
11.97,75.57
11.9712,75.3616
11.9737,75.4083
11.9741,79.0428
11.9754,75.4927
11.9783,3.2225
11.9817,18.2125
11.9823,78.248
11.9833,-86.5167
11.9833,-86.3167
11.9833,107.7
11.9833,124.8167
11.9842,79.6321
11.987,75.376
11.987,105.462
11.9919,77.4972
11.9922,79.8499
11.9992,75.764
11.9997,76.3961
11.9998,76.9594
12.0,-83.75
12.0,-7.9111
12.0,8.5167
12.0,75.4167
12.0,120.2
12.0,125.45
12.0028,123.9944
12.0041,75.3004
12.0047,-86.1194
12.0051,75.583
12.0079,79.0918
12.013,124.8118
12.0167,-86.2
12.0167,-9.0167
12.0189,75.2588
12.0281,75.7093
12.0317,39.0411
12.0333,-14.8667
12.0333,75.65
12.0333,75.7333
12.0368,75.3601
12.0369,79.546
12.0369,123.1935
12.0376,77.8138
12.0378,124.6578
12.0378,125.4828
12.04,-15.4281
12.04,75.46
12.043,78.9174
12.0444,-61.6806
12.0451,75.5074
12.0457,77.3532
12.05,-84.9833
12.05,-61.75
12.05,0.3667
12.05,24.8833
12.05,75.1833
12.05,75.55
12.05,78.15
12.05,124.15
12.051,78.4827
12.0528,-1.6036
12.055,-7.7061
12.0667,-84.5333
12.0667,-2.2333
12.0667,-1.3333
12.0667,1.7833
12.0667,3.1833
12.0667,75.35
12.067,77.4438
12.0699,75.6825
12.07,77.03
12.07,121.93
12.07,124.6
12.0702,99.8667
12.0732,75.2917
12.0742,78.1237
12.08,78.1193
12.0804,-4.189
12.0833,-86.0167
12.0833,15.0333
12.084,-12.301
12.0855,75.2545
12.0861,78.2926
12.0874,77.3021
12.0875,-5.55
12.0881,76.3296
12.0885,79.894
12.0889,75.4806
12.0916,75.4414
12.0917,-7.2592
12.0935,75.2025
12.095,75.5451
12.0957,76.8078
12.1,-85.3667
12.1,76.55
12.1056,78.1226
12.1077,79.2452
12.1078,78.834
12.108,-68.935
12.1083,78.0198
12.1094,75.3941
12.11,15.05
12.1106,-5.0625
12.1112,78.0123
12.1167,37.7833
12.12,76.68
12.1211,78.1582
12.1216,75.4829
12.13,79.07
12.133,78.0671
12.1333,-8.2319
12.1333,75.2833
12.1335,119.9363
12.1343,75.3006
12.1343,77.8952
12.1364,-86.2514
12.1395,77.9808
12.1414,125.4392
12.1436,-6.0103
12.1439,75.1789
12.1444,-68.2656
12.1459,78.0946
12.1464,123.9219
12.1469,-7.2544
12.15,6.6667
12.15,39.6333
12.15,77.1
12.15,122.0
12.1533,78.9473
12.1539,77.101
12.1556,75.2238
12.1569,-5.6194
12.1615,-84.2203
12.162,75.4956
12.164,77.3504
12.1655,-86.3579
12.1667,75.35
12.1719,-14.6575
12.1733,-6.7089
12.1733,75.2097
12.1791,125.5072
12.1794,-0.3517
12.183,75.9294
12.1833,-4.8056
12.1833,-4.0833
12.1833,-1.8833
12.1837,18.7
12.1887,77.0289
12.1903,75.1667
12.1905,-85.2874
12.191,75.4673
12.1922,76.6653
12.1933,123.8583
12.1942,79.9435
12.1953,79.5526
12.1964,75.8051
12.1998,75.2024
12.2,-86.1
12.2,75.3861
12.2047,-8.2667
12.2064,78.1906
12.2071,78.3187
12.2119,76.8953
12.2121,76.9018
12.2167,-85.1667
12.2191,78.048
12.2192,123.5089
12.2208,-5.0333
12.2236,21.4144
12.2236,75.3139
12.2253,123.7834
12.2259,123.2842
12.2267,79.6504
12.233,76.917
12.2333,-86.4333
12.2333,75.4667
12.2417,102.5125
12.245,109.1917
12.25,-85.0667
12.25,-83.75
12.25,-2.3667
12.25,-0.6167
12.25,-0.4333
12.25,104.6667
12.2528,79.4173
12.255,77.1225
12.2584,122.0543
12.2605,121.9926
12.2628,-7.9269
12.2642,78.3223
12.2642,79.0675
12.2647,-11.275
12.2667,-86.5667
12.2667,-16.1667
12.2667,-1.7167
12.2694,125.3712
12.27,123.58
12.2833,-85.5
12.2833,-14.2167
12.2833,-2.2167
12.2833,-0.8333
12.2983,124.6238
12.3028,-7.5681
12.3036,76.2927
12.3037,78.073
12.3081,-7.7922
12.31,-5.1569
12.3112,78.7925
12.3117,121.1472
12.315,125.302
12.3167,-4.95
12.3167,-2.4667
12.3167,75.0667
12.32,122.6
12.3204,76.7816
12.3246,78.3443
12.325,121.343
12.3281,124.8464
12.3298,79.179
12.3329,76.862
12.3333,-2.1667
12.3365,76.0792
12.3372,123.6581
12.34,-86.6753
12.34,125.032
12.35,-6.6667
12.3517,-5.4417
12.3528,121.0676
12.3547,19.6139
12.3556,-4.7778
12.357,78.2886
12.3585,78.7664
12.3652,76.502
12.3667,-85.6667
12.3667,17.05
12.3677,76.4173
12.3686,-1.5275
12.37,122.68
12.3786,-8.3333
12.3792,79.2308
12.38,77.08
12.38,79.3465
12.38,125.3
12.3833,-85.5167
12.3833,-5.4667
12.388,124.331
12.3892,76.9672
12.3911,78.2232
12.3939,99.9159
12.3956,-4.6733
12.3986,-7.9378
12.4,122.0
12.4,125.05
12.4011,79.553
12.4033,-5.8847
12.404,78.966
12.411,78.3153
12.4133,76.8168
12.4139,-4.5442
12.414,76.704
12.414,124.279
12.4164,78.3803
12.4167,-85.8
12.4167,39.55
12.4202,78.2352
12.4209,75.7397
12.421,78.1991
12.4219,78.2188
12.4222,-5.6833
12.4222,123.7817
12.423,124.182
12.4249,77.227
12.425,-7.4903
12.4316,76.6993
12.4333,-86.8867
12.4333,-2.0167
12.4333,98.6
12.4393,-2.3331
12.4395,78.3625
12.4398,76.3828
12.45,107.2
12.45,124.32
12.4504,4.1999
12.4525,102.2267
12.4567,78.2125
12.4587,75.9605
12.463,78.1969
12.4667,-85.6667
12.4667,-3.4667
12.4667,75.0
12.4667,92.9333
12.47,120.97
12.4739,123.4982
12.4742,15.4428
12.4744,79.3475
12.475,125.254
12.476,78.1748
12.4792,-6.1778
12.48,-13.296
12.48,106.03
12.48,122.52
12.4833,-87.1833
12.4833,-15.2167
12.4833,-6.8
12.4833,108.0167
12.4858,123.7628
12.4915,78.5684
12.4917,109.1258
12.4994,124.6328
12.5,-86.3
12.5,-84.8167
12.5,39.5167
12.5,75.0
12.5,79.62
12.5013,124.282
12.5037,80.1507
12.5042,-4.9028
12.5061,-86.9033
12.5083,77.02
12.5119,79.1258
12.5125,123.3989
12.5133,78.1844
12.5167,-86.8667
12.5183,122.0108
12.5186,-70.0358
12.52,76.9
12.52,124.42
12.52,124.57
12.52,124.75
12.5204,121.4385
12.526,74.9687
12.5273,78.3756
12.5297,-7.8222
12.53,124.33
12.531,124.487
12.5311,-5.7714
12.5317,78.2174
12.533,124.867
12.5333,-87.1667
12.5333,103.9167
12.5342,78.7024
12.5417,75.0194
12.5418,-70.022
12.5429,78.3574
12.547,125.116
12.5491,78.34
12.55,-86.9833
12.55,-12.1833
12.55,122.28
12.5505,78.4429
12.5537,78.9168
12.5578,-86.1835
12.5583,75.1357
12.5586,37.4308
12.5602,76.2611
12.561,75.3874
12.5667,-87.0333
12.5667,75.1
12.5667,78.3071
12.5683,123.7336
12.5686,99.9578
12.5689,122.1314
12.569,78.3992
12.5697,99.9443
12.57,124.93
12.57,125.02
12.5703,78.5732
12.5727,78.753
12.5756,120.9428
12.5778,-15.8722
12.58,121.5
12.5828,78.302
12.5833,-16.2667
12.5833,-1.3
12.5833,75.0667
12.5846,74.9404
12.5847,-81.7006
12.5856,124.0856
12.5884,75.0348
12.592,78.5116
12.5949,78.4622
12.5958,-4.6903
12.597,75.8496
12.5972,-7.3061
12.5972,78.5979
12.5994,-6.69
12.6,6.5897
12.6,78.5423
12.6031,77.8519
12.6044,77.2175
12.6073,78.6055
12.6075,37.4592
12.6086,102.1039
12.6092,80.0675
12.6153,-7.7767
12.616,79.753
12.6167,-87.15
12.6167,122.0708
12.617,-11.4066
12.6191,75.0129
12.6196,102.0112
12.6197,80.1944
12.6223,78.7521
12.6253,39.035
12.6287,101.4399
12.6306,-5.9972
12.6317,79.2164
12.6333,-12.8167
12.6333,-4.5333
12.6333,76.9167
12.6333,77.0
12.6343,78.5194
12.6376,102.0884
12.6392,-8.0028
12.6426,75.1049
12.6431,74.9194
12.644,123.6648
12.6489,124.1083
12.6499,79.3151
12.65,0.5
12.65,54.0167
12.65,78.0
12.6514,77.2067
12.6519,78.6937
12.6618,78.5483
12.662,79.5435
12.6636,100.9036
12.6639,-5.7167
12.6645,78.0134
12.6662,76.4877
12.6667,-87.1667
12.6667,-85.7833
12.6667,-6.6
12.6667,-5.05
12.6667,-1.8975
12.6667,-0.5833
12.6667,108.05
12.6677,79.2853
12.6697,123.8758
12.67,124.38
12.6714,-11.1375
12.673,79.1047
12.6742,101.2789
12.6744,-86.5708
12.678,78.6243
12.6807,77.4743
12.6825,78.6167
12.6833,-9.2292
12.6833,75.0
12.6842,-7.9278
12.6865,79.2687
12.6875,74.9833
12.6917,-7.8644
12.6918,79.9766
12.6925,28.4233
12.6927,78.6347
12.6962,78.6227
12.698,77.8083
12.6986,78.5856
12.7,-15.55
12.7,104.9
12.7034,78.5991
12.705,124.0319
12.7083,-7.9689
12.7083,74.95
12.7105,77.6967
12.712,104.889
12.7167,-86.1167
12.7208,101.0669
12.723,77.286
12.7259,80.1895
12.7333,-86.3833
12.7333,-85.9667
12.7333,-3.8667
12.7409,77.8253
12.7431,74.8861
12.7469,121.4881
12.7499,79.1518
12.75,-85.85
12.75,78.37
12.7504,-8.08
12.7514,77.8017
12.7522,124.1356
12.7556,-4.9742
12.7584,74.8752
12.7595,80.0075
12.7598,74.9311
12.7648,75.1842
12.766,75.122
12.7667,-85.6333
12.7667,-2.8833
12.7679,78.883
12.7686,-7.9286
12.7691,79.4196
12.7714,77.8594
12.7778,101.6483
12.7781,77.7726
12.7833,-4.3667
12.7833,8.7667
12.7833,39.5333
12.7833,44.9833
12.7833,80.1833
12.7856,-16.5217
12.7861,-85.1231
12.7861,77.6385
12.7863,76.2433
12.7897,45.0064
12.7904,79.8236
12.7929,74.8722
12.7967,-8.1033
12.7992,99.9683
12.8,-86.3667
12.8,45.0333
12.8,122.05
12.8006,77.5082
12.8056,77.971
12.8083,79.6864
12.8102,79.7341
12.8118,79.134
12.8162,74.9021
12.8167,-84.2
12.8167,-16.2333
12.8167,-9.8436
12.8185,79.6947
12.8187,79.7493
12.8194,76.7546
12.825,-1.0672
12.8283,74.8803
12.8283,79.3079
12.8283,123.8344
12.8292,-6.4964
12.831,80.0459
12.8333,-85.4667
12.8333,77.8667
12.8339,99.9346
12.8356,100.9264
12.8428,120.775
12.8478,123.9894
12.8489,102.6093
12.85,-87.1833
12.85,-86.1
12.85,-5.4
12.8508,17.5608
12.8531,44.9722
12.8537,74.8853
12.8544,108.2703
12.8594,121.4567
12.86,77.786
12.8667,-5.6
12.8667,74.9673
12.8681,11.0464
12.8681,74.8425
12.8685,74.9025
12.8694,124.1419
12.87,74.84
12.8731,124.0081
12.8781,77.7543
12.8792,10.4525
12.8825,-9.9458
12.8833,-86.5333
12.8833,-14.95
12.8833,-7.55
12.8854,80.022
12.886,79.5922
12.8864,45.0156
12.8899,78.8394
12.8905,75.0349
12.8924,80.0808
12.893,75.725
12.8991,80.169
12.9,23.4833
12.9,75.03
12.902,76.364
12.9035,123.2457
12.9046,31.2079
12.9047,79.3238
12.9057,102.2663
12.9083,123.5981
12.9101,75.003
12.911,80.0693
12.9122,77.4827
12.9143,79.2854
12.9165,79.1325
12.9166,80.1939
12.9167,-85.9167
12.9167,-85.8333
12.9167,-6.7667
12.9167,13.5667
12.9167,78.9333
12.9173,79.353
12.9182,80.0824
12.9189,124.1231
12.921,79.5663
12.9228,100.9375
12.9237,79.2635
12.9244,123.6756
12.9247,79.3333
12.9255,79.3652
12.9319,-86.1953
12.9333,-85.2167
12.9333,8.5333
12.9333,80.2022
12.9357,100.889
12.9377,79.3163
12.9387,78.7028
12.9447,79.2514
12.9476,78.87
12.9479,75.3807
12.9544,-8.8811
12.9553,123.8764
12.9563,78.2754
12.9582,77.6619
12.9597,98.6545
12.9607,74.9332
12.9623,80.1986
12.9625,-8.9875
12.9636,-86.8147
12.9658,99.8924
12.9667,-6.4
12.9667,-2.2667
12.9667,-0.15
12.9667,36.2
12.9675,80.1491
12.9677,-86.2346
12.968,79.9473
12.9689,-9.8728
12.9695,79.1455
12.97,77.23
12.9712,79.0685
12.9722,121.4778
12.9728,79.284
12.9742,124.0058
12.975,79.3628
12.9783,79.6172
12.9789,77.5917
12.9795,75.2699
12.9803,74.8832
12.9823,80.1282
12.9825,79.2661
12.9842,37.765
12.9889,7.6008
12.9911,77.4873
12.9912,78.178
12.9931,109.3314
12.9961,75.3248
13.0,-8.0833
13.0,15.7333
13.0012,78.4795
13.0085,78.3282
13.0108,80.1686
13.012,76.068
13.012,77.6951
13.0133,80.143
13.0164,79.7325
13.0167,-6.3833
13.0167,-4.4667
13.0167,1.8833
13.0167,42.7333
13.0193,76.1243
13.0205,80.1653
13.021,77.938
13.0232,77.0252
13.03,123.45
13.0333,-86.9167
13.0333,77.55
13.0356,80.1582
13.0364,121.4889
13.0408,124.1931
13.0444,3.1947
13.0465,77.513
13.0465,80.11
13.047,100.9289
13.05,-86.5833
13.05,44.8833
13.0504,-9.4833
13.0554,77.6342
13.056,79.6755
13.0564,-11.1167
13.0569,-9.3956
13.0583,121.4117
13.0619,80.2094
13.0622,5.2339
13.0631,80.1719
13.0659,77.5922
13.0667,-6.8333
13.0667,-5.3167
13.0667,-5.1167
13.0667,-4.9
13.0667,-3.0667
13.0685,79.4149
13.07,123.6
13.0721,77.7892
13.0744,79.559
13.0751,74.9597
13.0767,77.525
13.0778,79.6667
13.0819,109.295
13.0825,80.275
13.0831,120.7192
13.0833,-86.35
13.0833,-1.0833
13.0833,78.9833
13.0833,100.8833
13.0846,77.5014
13.0867,80.1703
13.0884,-85.9994
13.0975,-59.6167
13.0999,79.9321
13.1,-11.4
13.1,-10.4
13.1,-7.9333
13.1,74.8
13.1,103.2
13.1007,77.5963
13.102,77.374
13.1062,74.7839
13.1075,-11.2286
13.1097,80.0972
13.111,77.1479
13.1119,99.9458
13.1125,79.5472
13.1143,80.1548
13.1145,80.0271
13.1147,80.1098
13.1167,-84.1833
13.1167,-7.8333
13.1167,-7.65
13.1167,-5.8333
13.1183,-9.8997
13.12,79.42
13.1231,79.912
13.1235,123.8693
13.1276,79.2575
13.1283,45.3803
13.1286,122.9775
13.1298,79.5634
13.13,123.67
13.13,123.73
13.1308,-61.1928
13.1326,74.7777
13.1333,37.9
13.1333,78.1333
13.137,75.606
13.1384,79.8764
13.1391,77.4783
13.1394,79.9287
13.1434,80.1912
13.1435,77.62
13.1436,80.028
13.1439,121.44
13.1464,74.9399
13.1482,80.2314
13.15,-14.1167
13.15,33.9333
13.1503,-84.97
13.1578,-61.225
13.1597,-10.6806
13.16,-4.9111
13.16,80.3
13.1609,80.2573
13.1619,123.6939
13.1629,75.8571
13.1635,78.3935
13.1637,76.6664
13.1667,-86.6167
13.1667,-0.8167
13.1667,32.6667
13.1667,77.8
13.1667,80.2667
13.1675,74.7619
13.1719,121.2756
13.1724,79.9358
13.174,100.93
13.1784,79.4169
13.18,79.63
13.18,123.6
13.18,124.13
13.1833,-16.7667
13.1833,30.2167
13.185,32.744
13.1858,74.9394
13.1906,8.2117
13.1913,80.1847
13.1945,75.0484
13.2,-7.9333
13.2,74.983
13.2,78.75
13.2004,80.1761
13.2017,-9.4553
13.2133,18.3381
13.2137,77.301
13.216,79.098
13.2167,-88.1386
13.2167,-86.1167
13.2167,-7.85
13.2167,-7.2
13.2167,-2.35
13.2167,80.3167
13.2168,99.9767
13.22,123.52
13.2231,45.3056
13.2233,120.596
13.2291,79.0909
13.23,77.7
13.2333,-85.3833
13.2333,-14.3167
13.234,75.3553
13.235,123.7769
13.2389,80.1627
13.2397,79.5653
13.2403,99.8254
13.2404,74.9541
13.2465,74.8444
13.25,-2.05
13.25,121.95
13.2528,-5.9653
13.2536,-85.5528
13.2544,-88.2489
13.2544,79.263
13.2547,79.4249
13.256,80.2818
13.2589,123.4953
13.26,-0.2094
13.26,76.48
13.2633,80.2911
13.2644,42.3342
13.2667,-16.65
13.2667,93.0
13.2745,80.1802
13.2817,79.4854
13.2833,-88.55
13.2833,-7.5667
13.2833,-4.5833
13.29,77.8
13.292,77.543
13.2922,123.4856
13.2925,123.7917
13.2944,19.6914
13.3,-87.8667
13.3,-86.1833
13.3,123.4333
13.3004,-4.9
13.3018,80.2258
13.3028,-87.1833
13.3097,74.7366
13.3106,2.576
13.3119,-6.28
13.3122,76.941
13.313,75.737
13.3139,76.2369
13.3142,101.1114
13.315,-6.6311
13.3167,-88.5833
13.3167,-14.2167
13.3167,-6.9819
13.3168,79.5678
13.3171,12.6089
13.32,80.2
13.32,121.85
13.32,122.08
13.32,123.23
13.32,123.73
13.3201,79.5488
13.3203,43.25
13.3205,80.1959
13.3214,79.5856
13.3217,-5.6414
13.3231,122.6761
13.3233,121.3028
13.3239,-6.4228
13.3284,75.0113
13.3295,79.4797
13.3333,-16.6667
13.3333,-1.5333
13.3335,74.7999
13.3346,80.0848
13.3354,79.898
13.3361,79.4413
13.3364,100.9278
13.3369,-87.8439
13.3378,78.2122
13.3389,74.7451
13.339,74.8784
13.34,77.1
13.3406,79.5687
13.3416,-88.3715
13.3458,78.8167
13.35,-88.45
13.35,-88.4333
13.35,-88.35
13.35,-88.0
13.35,-86.4
13.35,75.46
13.35,122.52
13.35,123.73
13.3515,102.1833
13.3523,75.4517
13.3558,-9.5517
13.3578,123.3678
13.3584,121.0977
13.3611,100.985
13.3616,100.9795
13.3622,103.8597
13.3642,-9.3864
13.3667,-87.2667
13.3667,78.5833
13.3667,79.1833
13.3675,-85.6733
13.3833,-88.5
13.3833,-88.4167
13.3833,-88.35
13.3833,-86.4833
13.3833,-14.4
13.3833,-7.9833
13.3833,-3.8333
13.3833,75.5833
13.3844,74.9029
13.3847,100.9856
13.3889,79.7967
13.39,77.86
13.3939,108.4408
13.3945,74.7657
13.3956,101.0232
13.3963,74.7217
13.3968,74.7069
13.3995,80.1187
13.4,-83.5667
13.4,8.6
13.4,78.006
13.4,78.066
13.4,123.7
13.4036,-16.6833
13.4083,123.375
13.4097,100.0017
13.4139,-6.5972
13.414,121.18
13.4142,-88.3435
13.4161,76.6206
13.4161,80.3168
13.4167,-86.6
13.4167,-16.7
13.4167,76.1667
13.4167,79.45
13.4181,-6.3069
13.42,79.58
13.42,120.47
13.4231,123.4122
13.4278,-6.2153
13.43,77.72
13.4325,-5.8194
13.4333,-87.9667
13.4333,-16.6667
13.4333,-14.65
13.4333,0.5333
13.4347,123.5167
13.4358,121.0192
13.437,79.956
13.4428,16.0508
13.4448,120.726
13.4458,101.1844
13.45,-86.4
13.45,-16.6667
13.45,-9.8792
13.45,-6.2667
13.45,22.45
13.45,79.55
13.45,121.83
13.4531,-16.5775
13.4535,123.3654
13.4585,123.6805
13.46,14.74
13.4606,-11.3786
13.4667,-89.0833
13.4667,-15.55
13.4667,22.2
13.4667,74.9833
13.4667,79.1167
13.4692,144.7332
13.4694,123.2775
13.4745,144.7504
13.4769,39.545
13.48,121.87
13.48,122.03
13.4814,-88.1775
13.4833,-89.3167
13.4833,-88.4667
13.4833,-86.5833
13.4833,-86.4833
13.4833,-16.6833
13.4833,-16.5333
13.4833,-7.8
13.4833,7.1
13.4833,79.05
13.4852,77.4621
13.4902,79.2895
13.4969,39.4769
13.5,-89.0333
13.5,-88.9333
13.5,-88.8667
13.5,-88.5333
13.5,-88.4833
13.5,-88.35
13.5,-16.0833
13.5,-8.25
13.5,-3.7667
13.5,120.9542
13.5004,102.1806
13.5007,77.6035
13.5069,-5.9361
13.507,106.981
13.5072,-88.8997
13.5103,123.0419
13.515,2.1175
13.5167,-88.95
13.5167,-88.3833
13.5167,-87.4833
13.5167,105.9667
13.522,77.2373
13.5222,122.4042
13.5258,80.071
13.5333,-88.7833
13.5333,-88.35
13.5333,-88.25
13.5333,-86.2833
13.5333,-85.5333
13.5333,-14.9333
13.5333,-4.45
13.5341,-14.7662
13.5356,99.8133
13.5382,78.4604
13.5427,80.069
13.5441,100.6175
13.5486,100.2775
13.55,-89.0333
13.55,-88.35
13.55,-86.1667
13.55,-7.45
13.55,33.5833
13.55,78.5
13.55,109.2
13.5529,76.0116
13.5542,123.2753
13.5594,123.3761
13.5633,100.0564
13.5661,123.1422
13.5667,-89.1167
13.5667,-88.5
13.5667,-86.5
13.5667,-86.0333
13.5667,-15.6
13.5677,122.5667
13.57,123.1844
13.5761,-5.3833
13.5789,44.0219
13.58,124.23
13.5812,100.7957
13.5828,76.5361
13.5833,-89.4667
13.5833,-89.2833
13.5833,-89.2667
13.5833,-89.2333
13.5833,-89.2167
13.5833,-7.35
13.5833,-2.4167
13.5833,79.3167
13.5833,102.9833
13.5844,-87.8411
13.5853,-89.5183
13.5897,100.6386
13.59,-89.8336
13.5917,-5.9986
13.5917,122.325
13.5925,123.0833
13.5956,123.1781
13.5961,124.0992
13.5972,75.9717
13.5976,100.5848
13.6,-89.4167
13.6,-88.9333
13.6,-10.3833
13.6,-4.6
13.6,124.3
13.6028,-5.1542
13.6039,123.5233
13.607,74.75
13.6083,-7.0389
13.61,75.53
13.6108,75.512
13.6111,77.5167
13.6138,100.6104
13.6167,-89.5833
13.6167,-89.1833
13.6167,-88.0167
13.6167,-87.9
13.6167,-85.8333
13.6167,123.1414
13.6206,79.5642
13.6208,123.1656
13.6231,39.0017
13.6244,123.1864
13.6245,79.5803
13.6275,78.4322
13.6287,78.4857
13.6306,25.35
13.6308,74.7377
13.6313,74.6902
13.6319,123.4975
13.6333,-89.6
13.6333,-89.3833
13.6333,-89.1333
13.6333,-88.2667
13.6333,-86.4833
13.6333,78.8
13.6371,100.6636
13.6411,124.3008
13.6421,100.6039
13.6431,16.4919
13.6453,-88.7842
13.6481,123.1711
13.6486,100.0063
13.65,-89.1167
13.65,-88.5
13.65,78.4833
13.65,78.6333
13.65,79.42
13.65,79.52
13.65,102.5667
13.65,120.87
13.65,121.25
13.6538,74.6664
13.6549,78.9471
13.6575,6.6958
13.6592,78.2467
13.6592,100.5331
13.66,77.21
13.6602,78.3331
13.6619,123.1903
13.6631,100.2572
13.6667,-89.4333
13.6667,-88.7667
13.6667,-88.2
13.67,77.7
13.67,124.37
13.6731,-89.2406
13.6739,-6.075
13.6781,-1.5461
13.6791,100.5291
13.6806,8.5292
13.6833,-88.3833
13.6833,-86.3167
13.6833,79.35
13.6858,-5.8342
13.6867,123.1994
13.6881,122.1708
13.6884,75.2455
13.689,-88.9755
13.6903,74.9149
13.6903,101.0703
13.6918,99.8531
13.6928,102.5017
13.6957,44.7314
13.6964,123.06
13.6965,100.5427
13.6967,44.7308
13.6976,-89.5596
13.6981,123.5186
13.6983,99.9068
13.6983,123.4889
13.6989,-89.1914
13.7,-89.7167
13.7,-89.1167
13.7,-88.1
13.7,-88.0167
13.7,-4.4
13.7,80.018
